file,line,col,word,code,rule,decision,context
openplc-editor/communication/README.md,45,79,device,D-REMOTE,R13,stays,"tab](ethercat/bus-scan)**: Network interface, scan, matching scanned devices to the repository"
openplc-editor/communication/README.md,49,6,Device,D-REMOTE,R13,stays,- **[Device Info](ethercat/slave-info)**: Read-only slave identification
openplc-editor/communication/README.md,108,87,Orchestrator,O-EDGEDEV,R04,changes,"ver RS-485, you need a serial port available on the machine where the Orchestrator is installed (this could be a Raspberry Pi, an industrial PC, an edge"
openplc-editor/communication/README.md,108,193,device,D-HOST,R15,stays,"d be a Raspberry Pi, an industrial PC, an edge computer, or any Linux device). This can be either:"
openplc-editor/communication/README.md,113,22,Device,D-EDITORNODE,R17,stays,"When creating a vPLC Device, the platform shows all available serial ports detected on the host."
openplc-editor/communication/README.md,115,186,device,D-EDITORNODE,R17,stays,"e network interfaces, a serial line cannot be shared between multiple devices. If a port is already assigned to another vPLC, it will appear graye"
openplc-editor/communication/README.md,117,20,Device,D-EDITORNODE,R17,stays,See [Creating vPLC Devices](../../platform/vplcs/creating-a-vplc) for the full Device creation
openplc-editor/communication/README.md,117,80,Device,D-EDITORNODE,R17,stays,"ting vPLC Devices](../../platform/vplcs/creating-a-vplc) for the full Device creation walkthrough, including serial port configuration."
openplc-editor/communication/README.md,132,12,Device,D-REMOTE,R13,stays,| **Remote Device > Modbus/TCP** | A Modbus client (master) connection to poll an exter
openplc-editor/communication/README.md,132,92,device,D-REMOTE,R13,stays,odbus/TCP** | A Modbus client (master) connection to poll an external device over Ethernet |
openplc-editor/communication/README.md,133,12,Device,D-REMOTE,R13,stays,| **Remote Device > Modbus/RTU** | A Modbus client over serial (RS-232/RS-485) for lega
openplc-editor/communication/README.md,133,91,device,D-REMOTE,R13,stays,Modbus/RTU** | A Modbus client over serial (RS-232/RS-485) for legacy devices |
openplc-editor/communication/README.md,134,12,Device,D-REMOTE,R13,stays,| **Remote Device > EtherCAT** | An EtherCAT master segment with its own slave configur
openplc-editor/communication/README.md,137,96,Device,D-EDITORNODE,R17,stays,in the project explorer tree under the appropriate folder (Servers or Devices).
openplc-editor/communication/README.md,140,41,device,D-REMOTE,R13,stays,You can add multiple servers and remote devices to a single project. Each operates independently at runtime with its
openplc-editor/communication/README.md,169,239,device,D-REMOTE,R13,stays,"., a SCADA system) but cannot initiate outbound connections to remote devices."
openplc-editor/communication/README.md,178,65,device,D-REMOTE,R13,stays,- **Client (Master)**: Your PLC initiates connections to remote devices and polls data on a configurable schedule. Use this when your PLC ne
openplc-editor/communication/README.md,184,320,device,D-EDITORNODE,R17,stays,tion layer automatically synchronizes those values with the connected devices.
openplc-editor/communication/README.md,200,42,Device,D-REMOTE,R13,stays,"| Modbus Client | `modbus_master.json` | Device connections, IO groups, polling schedules |"
openplc-editor/communication/README.md,211,35,device,D-REMOTE,R13,stays,"| Connecting to legacy industrial devices (sensors, VFDs, meters) | Modbus TCP or RTU |"
openplc-editor/communication/README.md,221,87,device,D-REMOTE,R13,stays,"al deployments, both Modbus and OPC-UA run simultaneously. Modbus for device-level communication with field instruments and OPC-UA for secure, hig"
openplc-editor/communication/README.md,228,111,device,D-REMOTE,R13,stays,"tandard network tools (`ping`, `telnet`) to verify the PLC and remote devices can reach each other on the expected ports."
openplc-editor/communication/README.md,238,83,device,D-REMOTE,R13,stays,Overview](modbus/README)**: Start here if you are working with Modbus devices
openplc-editor/communication/ethercat/README.md,5,228,device,D-REMOTE,R13,stays,"u upload the slave description files (ESI XML), scan the wire for the devices that are physically attached, map their input and output channels on"
openplc-editor/communication/ethercat/README.md,14,8,device,D-REMOTE,R13,stays,"- Your devices already speak EtherCAT. Beckhoff EL/EK terminals, drives from SEW/Le"
openplc-editor/communication/ethercat/README.md,34,44,Device,D-REMOTE,R13,stays,"| The bus node (e.g. `eth`) under **Remote Devices** | EtherCAT Bus Editor | Pick a NIC, scan the wire, manage the ESI"
openplc-editor/communication/ethercat/README.md,35,53,Device,D-REMOTE,R13,stays,"| A slave child node under the bus | EtherCAT Slave Device Editor | View identification, set startup checks/timeouts/watchdog/di"
openplc-editor/communication/ethercat/README.md,37,92,Device,D-REMOTE,R13,stays,"ree top-level tabs (**Bus**, **Repository**, **Advanced**). The Slave Device Editor has four top-level tabs (**Channel Mappings**, **Device Info**"
openplc-editor/communication/ethercat/README.md,37,155,Device,D-REMOTE,R13,stays,"Slave Device Editor has four top-level tabs (**Channel Mappings**, **Device Info**, **Configuration**, **Startup Parameters**)."
openplc-editor/communication/ethercat/README.md,45,20,Device,D-REMOTE,R13,stays,3. Select **Remote Device** from the menu that opens.
openplc-editor/communication/ethercat/README.md,47,17,Device,D-REMOTE,R13,stays,![Add Remote Device dialog with Device name field and Protocol dropdown](images/add-remot
openplc-editor/communication/ethercat/README.md,47,36,Device,D-REMOTE,R13,stays,![Add Remote Device dialog with Device name field and Protocol dropdown](images/add-remote-device.png)
openplc-editor/communication/ethercat/README.md,47,95,device,D-REMOTE,R11a,stays,ialog with Device name field and Protocol dropdown](images/add-remote-device.png)
openplc-editor/communication/ethercat/README.md,49,13,Device,D-EDITORNODE,R17,stays,"4. In the **Device name** field, enter a short identifier for the bus (e.g. `eth`, `axis"
openplc-editor/communication/ethercat/README.md,52,104,device,D-REMOTE,R11a,stays,"ng Modbus, EtherNet/IP, EtherCAT, PROFINET options](images/add-remote-device-protocol-dropdown.png)"
openplc-editor/communication/ethercat/README.md,55,39,Device,D-REMOTE,R13,stays,7. The new bus appears under **Remote Devices** in the project tree. Click it to open the EtherCAT Bus Editor.
openplc-editor/communication/ethercat/README.md,57,144,device,D-REMOTE,R13,stays,scanning a connected segment (**[Bus tab](bus-scan)**) or by picking devices from the ESI repository (**[Repository workflow](bus-repository)**).
openplc-editor/communication/ethercat/README.md,57,302,Device,D-REMOTE,R13,stays,you add becomes a child node under the bus and opens its own **[Slave Device Editor](slave-channel-mappings)** when clicked.
openplc-editor/communication/ethercat/README.md,68,89,device,D-REMOTE,R13,stays,"scan)**: Network interface selection, live scan, and matching scanned devices to the ESI repository"
openplc-editor/communication/ethercat/README.md,72,11,Device,D-REMOTE,R13,stays,### Slave Device Editor
openplc-editor/communication/ethercat/README.md,75,6,Device,D-REMOTE,R13,stays,- **[Device Info](slave-info)**: Read-only identification fields
openplc-editor/communication/ethercat/README.md,87,314,Device,D-REMOTE,R13,stays,"look up a specific field, jump straight to the relevant Bus or Slave Device Editor page."
openplc-editor/communication/ethercat/adding-ethercat.md,3,260,Device,D-REMOTE,R13,stays,est of the setup happens inside the [Bus Editor](bus-scan) and [Slave Device Editor](slave-channel-mappings).
openplc-editor/communication/ethercat/adding-ethercat.md,9,20,Device,D-REMOTE,R13,stays,3. Select **Remote Device** from the menu. A small form panel appears.
openplc-editor/communication/ethercat/adding-ethercat.md,11,17,Device,D-REMOTE,R13,stays,"![Add Remote Device dialog: Device name field plus Protocol dropdown defaulting to ""Selec"
openplc-editor/communication/ethercat/adding-ethercat.md,11,32,Device,D-REMOTE,R13,stays,"![Add Remote Device dialog: Device name field plus Protocol dropdown defaulting to ""Select a protocol"","
openplc-editor/communication/ethercat/adding-ethercat.md,11,153,device,D-REMOTE,R11a,stays,"to ""Select a protocol"", Cancel and Create buttons](images/add-remote-device.png)"
openplc-editor/communication/ethercat/adding-ethercat.md,13,13,Device,D-EDITORNODE,R17,stays,"4. In the **Device name** field, enter a short, descriptive identifier for the bus. The"
openplc-editor/communication/ethercat/adding-ethercat.md,16,100,device,D-REMOTE,R11a,stays,"ed showing Modbus, EtherNet/IP, EtherCAT, PROFINET](images/add-remote-device-protocol-dropdown.png)"
openplc-editor/communication/ethercat/adding-ethercat.md,20,58,Device,D-REMOTE,R13,stays,"The new bus appears in the project tree under a **Remote Devices** folder. The first time you create one, the **Remote Devices** fold"
openplc-editor/communication/ethercat/adding-ethercat.md,20,120,Device,D-REMOTE,R13,stays,"*Remote Devices** folder. The first time you create one, the **Remote Devices** folder is created automatically; if you already have other remote"
openplc-editor/communication/ethercat/adding-ethercat.md,20,196,device,D-REMOTE,R13,stays,"s** folder is created automatically; if you already have other remote devices (for example a Modbus client), the EtherCAT bus is added alongside t"
openplc-editor/communication/ethercat/adding-ethercat.md,29,32,device,D-REMOTE,R13,stays,- The list of configured slave devices (initially empty)
openplc-editor/communication/ethercat/adding-ethercat.md,40,8,device,D-EDITORNODE,R17,stays,| Pick devices from the [Repository tab](bus-repository) via the **Add Device** ➕ b
openplc-editor/communication/ethercat/adding-ethercat.md,40,72,Device,D-EDITORNODE,R17,stays,Pick devices from the [Repository tab](bus-repository) via the **Add Device** ➕ button | When you want to build the configuration before you have
openplc-editor/communication/ethercat/adding-ethercat.md,42,110,Device,D-REMOTE,R13,stays,a child node under the bus. Clicking the child node opens the [Slave Device Editor](slave-channel-mappings) where you map its channels and tune i
openplc-editor/communication/ethercat/adding-ethercat.md,46,59,Device,D-REMOTE,R13,stays,The bus name follows the same conventions as other Remote Devices:
openplc-editor/communication/ethercat/bus-repository.md,3,159,device,D-REMOTE,R13,stays,"oad, browse, and remove the **ESI XML** files that describe the slave devices in your segment. The editor matches scanned devices against this rep"
openplc-editor/communication/ethercat/bus-repository.md,3,211,device,D-REMOTE,R13,stays,escribe the slave devices in your segment. The editor matches scanned devices against this repository to figure out which ESI describes which phys
openplc-editor/communication/ethercat/bus-repository.md,5,35,Device,D-REMOTE,R13,stays,"![Repository tab showing the ""ESI Device Files"" drop-zone at the top and a Loaded Files table with one entry,"
openplc-editor/communication/ethercat/bus-repository.md,5,135,device,D-EDITORNODE,R17,stays,"top and a Loaded Files table with one entry, Beckhoff EK18xx.xml, 13 devices](images/repository-tab.png)"
openplc-editor/communication/ethercat/bus-repository.md,11,90,device,D-REMOTE,R13,stays,"Information) is the standard machine-readable description of a slave device, defined by the EtherCAT Technology Group as standard ETG.2000. A sin"
openplc-editor/communication/ethercat/bus-repository.md,11,195,device,D-REMOTE,R13,stays,hnology Group as standard ETG.2000. A single ESI XML can describe one device or an entire family. For example Beckhoff publishes one file per term
openplc-editor/communication/ethercat/bus-repository.md,11,354,device,D-EDITORNODE,R17,stays,"`Beckhoff EL1xxx.xml`, `Beckhoff EL2xxx.xml`, …) covering hundreds of devices each."
openplc-editor/communication/ethercat/bus-repository.md,19,61,Device,D-REMOTE,R13,stays,The top of the Repository tab is a drop zone labelled **ESI Device Files**. Inside the zone the prompt reads:
openplc-editor/communication/ethercat/bus-repository.md,40,129,device,D-LITERAL,R10,stays,"ery ESI in the repository. The header reads `Loaded Files (<N>) - <M> device(s)`, where N is the file count and M the total number of slave device"
openplc-editor/communication/ethercat/bus-repository.md,40,199,device,D-REMOTE,R13,stays,"device(s)`, where N is the file count and M the total number of slave devices described across all files. A **Clear All** link on the right emptie"
openplc-editor/communication/ethercat/bus-repository.md,44,56,device,D-REMOTE,R13,stays,| Expand chevron | Click to expand the row and see the devices contained in this ESI. |
openplc-editor/communication/ethercat/bus-repository.md,47,5,Device,D-REMOTE,R13,stays,| **Devices** | How many distinct slave devices are described in this ESI. |
openplc-editor/communication/ethercat/bus-repository.md,47,41,device,D-REMOTE,R13,stays,| **Devices** | How many distinct slave devices are described in this ESI. |
openplc-editor/communication/ethercat/bus-repository.md,50,16,device,D-REMOTE,R13,stays,### Inspecting devices inside an ESI
openplc-editor/communication/ethercat/bus-repository.md,52,68,device,D-EDITORNODE,R17,stays,"Click the chevron to expand a row. Below the file row, one row per device is shown, indented and highlighted."
openplc-editor/communication/ethercat/bus-repository.md,56,6,device,D-EDITORNODE,R17,stays,Each device row carries:
openplc-editor/communication/ethercat/bus-repository.md,58,39,device,D-EDITORNODE,R17,stays,- A small grid icon followed by the **device name** as it will appear in the Bus tab.
openplc-editor/communication/ethercat/bus-repository.md,61,82,device,D-REMOTE,R13,stays,al group badge (e.g. `System Couplers`) shown when the ESI groups its devices.
openplc-editor/communication/ethercat/bus-repository.md,67,308,device,D-EDITORNODE,R17,stays,es with the same name and product code but different revisions in the device browser.
openplc-editor/communication/ethercat/bus-repository.md,69,23,device,D-EDITORNODE,R17,stays,"When matching scanned devices to the repository, the editor looks for an exact revision match firs"
openplc-editor/communication/ethercat/bus-repository.md,69,224,device,D-EDITORNODE,R17,stays,"vendor and product code. If your scan returns a `No XML` badge for a device whose product code you can clearly see in the repository, the most li"
openplc-editor/communication/ethercat/bus-repository.md,82,183,Device,D-EDITORNODE,R17,stays,can) to scan the wire or browse the repository directly via the **Add Device** ➕ button.
openplc-editor/communication/ethercat/bus-scan.md,7,111,Device,D-REMOTE,R13,stays,"wing the Network Interface dropdown set to eth0, Scan button, Scanned Devices panel on the left, and Configured Devices panel on the right with on"
openplc-editor/communication/ethercat/bus-scan.md,7,153,Device,D-EDITORNODE,R17,stays,"eth0, Scan button, Scanned Devices panel on the left, and Configured Devices panel on the right with one EK1814 entry](images/bus-tab.png)"
openplc-editor/communication/ethercat/bus-scan.md,15,19,Device,D-EDITORNODE,R17,stays,| Left. **Scanned Devices** | Devices discovered on the wire after the most recent Scan. Each
openplc-editor/communication/ethercat/bus-scan.md,15,31,Device,D-EDITORNODE,R17,stays,| Left. **Scanned Devices** | Devices discovered on the wire after the most recent Scan. Each one has a ch
openplc-editor/communication/ethercat/bus-scan.md,15,165,device,D-EDITORNODE,R17,stays,one has a checkbox; selecting and clicking **Add Selected** moves the device into the right panel. |
openplc-editor/communication/ethercat/bus-scan.md,16,23,Device,D-REMOTE,R13,stays,| Right. **Configured Devices** | The slaves that are part of your project. Each row becomes a chi
openplc-editor/communication/ethercat/bus-scan.md,16,167,device,D-EDITORNODE,R17,stays,hild node in the project tree. The ➕ and ➖ icons at the top right add devices manually from the repository or remove a selected one. |
openplc-editor/communication/ethercat/bus-scan.md,22,116,device,D-EDITORNODE,R17,stays,"ee the list of NICs the runtime reports. Each option shows the kernel device name (for example `enp4s0`, `eth0`, `enx00e04c680001`) and, when avai"
openplc-editor/communication/ethercat/bus-scan.md,39,55,device,D-LITERAL,R10,stays,"If no slaves respond, the table on the left shows `No devices found. Click ""Scan"" to discover EtherCAT devices on the network.`"
openplc-editor/communication/ethercat/bus-scan.md,39,104,device,D-LITERAL,R10,stays,"n the left shows `No devices found. Click ""Scan"" to discover EtherCAT devices on the network.`"
openplc-editor/communication/ethercat/bus-scan.md,41,27,device,D-EDITORNODE,R17,stays,## Reading the discovered-device table
openplc-editor/communication/ethercat/bus-scan.md,43,14,device,D-EDITORNODE,R17,stays,Each scanned device is one row with these columns:
openplc-editor/communication/ethercat/bus-scan.md,47,26,device,D-LITERAL,R10,stays,| Checkbox | Select this device for **Add Selected**. |
openplc-editor/communication/ethercat/bus-scan.md,49,23,device,D-REMOTE,R13,stays,"| **Name** | Friendly device name, taken from the matched ESI XML when available. If no match was"
openplc-editor/communication/ethercat/bus-scan.md,55,19,device,D-EDITORNODE,R17,stays,## Adding scanned devices to the configuration
openplc-editor/communication/ethercat/bus-scan.md,59,25,device,D-REMOTE,R13,stays,1. Creates a configured device with default per-slave settings. See [Configuration](slave-configurat
openplc-editor/communication/ethercat/bus-scan.md,60,121,device,D-EDITORNODE,R17,stays,"pre-assigns IEC located variables (`%IX`, `%QX`, `%IW`, `%QW`) so the device is immediately mappable."
openplc-editor/communication/ethercat/bus-scan.md,63,60,Device,D-REMOTE,R13,stays,The successfully-added rows have their checkboxes cleared. Devices that failed because of a missing ESI stay selected so you can see wh
openplc-editor/communication/ethercat/bus-scan.md,67,107,device,D-REMOTE,R13,stays,"and click **Add Selected**, a modal titled **Missing ESI XML for some devices** appears. It lists the affected slaves with their position, name, v"
openplc-editor/communication/ethercat/bus-scan.md,69,34,device,D-REMOTE,R13,stays,1. Download the ESI XML for each device from the manufacturer's website.
openplc-editor/communication/ethercat/bus-scan.md,79,88,device,D-REMOTE,R13,stays,**[Repository tab](bus-repository)** and upload the ESI files for the devices you intend to use.
openplc-editor/communication/ethercat/bus-scan.md,81,64,Device,D-EDITORNODE,R17,stays,3. Click the **`+`** icon at the top right of the **Configured Devices** panel. The **Add Device from Repository** modal opens.
openplc-editor/communication/ethercat/bus-scan.md,81,91,Device,D-EDITORNODE,R17,stays,icon at the top right of the **Configured Devices** panel. The **Add Device from Repository** modal opens.
openplc-editor/communication/ethercat/bus-scan.md,83,10,Device,D-EDITORNODE,R17,stays,![Add Device from Repository modal listing one vendor (Beckhoff Automation GmbH &
openplc-editor/communication/ethercat/bus-scan.md,83,102,device,D-EDITORNODE,R17,stays,modal listing one vendor (Beckhoff Automation GmbH & Co. KG) with 13 devices collapsed under a chevron](images/add-device-from-repository.png)
openplc-editor/communication/ethercat/bus-scan.md,83,148,device,D-REMOTE,R11a,stays,GmbH & Co. KG) with 13 devices collapsed under a chevron](images/add-device-from-repository.png)
openplc-editor/communication/ethercat/bus-scan.md,85,56,device,D-LITERAL,R10,stays,"4. Use the search box at the top of the modal (`Search devices by name, product code, or vendor…`) or expand a vendor row to browse"
openplc-editor/communication/ethercat/bus-scan.md,87,150,device,D-REMOTE,R11a,stays,"variants with product code, revision, and source ESI file](images/add-device-from-repository-expanded.png)"
openplc-editor/communication/ethercat/bus-scan.md,89,9,device,D-REMOTE,R13,stays,"Each device row shows the name, product code, revision, and source ESI file."
openplc-editor/communication/ethercat/bus-scan.md,90,13,device,D-REMOTE,R13,stays,5. Select a device and click **Add Device**. The slave appears under your bus in the pro
openplc-editor/communication/ethercat/bus-scan.md,90,36,Device,D-REMOTE,R13,stays,"5. Select a device and click **Add Device**. The slave appears under your bus in the project tree, and in the *"
openplc-editor/communication/ethercat/bus-scan.md,90,124,Device,D-EDITORNODE,R17,stays,"e appears under your bus in the project tree, and in the **Configured Devices** panel, with a position assigned automatically (one greater than th"
openplc-editor/communication/ethercat/bus-scan.md,94,26,device,D-EDITORNODE,R17,stays,## Removing a configured device
openplc-editor/communication/ethercat/bus-scan.md,96,21,Device,D-EDITORNODE,R17,stays,"In the **Configured Devices** panel, click a row to select it (the row is highlighted). Click th"
openplc-editor/communication/ethercat/bus-scan.md,96,256,device,D-REMOTE,R13,stays,but leaves the underlying ESI in the repository so you can re-add the device later.
openplc-editor/communication/ethercat/diagnostics.md,39,113,Device,D-EDITORNODE,R17,stays,", 2, 3, …). Matches the **Pos** column in the Bus Editor's Configured Devices panel. |"
openplc-editor/communication/ethercat/diagnostics.md,60,85,Device,D-REMOTE,R13,stays,SI revision mismatch between configured and physical slave. | Check **Device Info** for this slave; download a newer ESI from the vendor and re-ad
openplc-editor/communication/ethercat/example.md,7,14,Device,D-EDITORNODE,R17,stays,| Position | Device | Function | I/O |
openplc-editor/communication/ethercat/example.md,31,20,Device,D-REMOTE,R13,stays,3. Select **Remote Device**.
openplc-editor/communication/ethercat/example.md,32,20,Device,D-EDITORNODE,R17,stays,4. Type `eth` in **Device name**.
openplc-editor/communication/ethercat/example.md,36,32,Device,D-REMOTE,R13,stays,The bus appears under **Remote Devices** as `eth`. Click it to open the EtherCAT Bus Editor. The header rea
openplc-editor/communication/ethercat/example.md,40,48,device,D-REMOTE,R13,stays,"The Beckhoff terminals are Beckhoff Automation devices, and Beckhoff publishes one ESI XML per terminal series. For our seg"
openplc-editor/communication/ethercat/example.md,49,47,Device,D-REMOTE,R13,stays,2. Drag the three `.xml` files onto the **ESI Device Files** drop zone. The progress display shows each file as it parses.
openplc-editor/communication/ethercat/example.md,50,140,device,D-EDITORNODE,R17,stays,files with a `Beckhoff Automation GmbH & Co. KG (0x2)` vendor and the device count for each.
openplc-editor/communication/ethercat/example.md,55,24,device,D-LITERAL,R17+fenced,stays,Loaded Files (3) - 317 device(s)
openplc-editor/communication/ethercat/example.md,62,5,device,D-EDITORNODE,R17,stays,The device counts will vary as Beckhoff publishes new revisions; the structure i
openplc-editor/communication/ethercat/example.md,79,126,Device,D-EDITORNODE,R17,stays,the master enumerates the segment. After a few seconds the **Scanned Devices** table fills in:
openplc-editor/communication/ethercat/example.md,88,167,Device,D-REMOTE,R13,stays,ts revision does not match. Re-check Step 3 and look at the slave's **Device Info** for the revision the wire is reporting.
openplc-editor/communication/ethercat/example.md,93,45,Device,D-REMOTE,R13,stays,The three slaves move into the **Configured Devices** panel on the right. The project tree updates: under **Remote Devic
openplc-editor/communication/ethercat/example.md,93,116,Device,D-REMOTE,R13,stays,evices** panel on the right. The project tree updates: under **Remote Devices > eth** you now see three child nodes:
openplc-editor/communication/ethercat/example.md,101,45,Device,D-REMOTE,R13,stays,1. Click the `EL1809` child node. The Slave Device Editor opens with the **Channel Mappings** tab selected.
openplc-editor/communication/ethercat/example.md,108,79,device,D-LITERAL,R10,stays,"`EK1100`. **Channel Mappings** shows `No channels available for this device.`. Couplers do not contribute process data, only mechanical and bus c"
openplc-editor/communication/ethercat/prerequisites.md,21,84,orchestrator,O-EDGEDEV,R04,changes,"ond NIC** on the host, separate from the one you use for SSH, for the orchestrator connection, and for the rest of your enterprise network."
openplc-editor/communication/ethercat/prerequisites.md,37,33,device,D-REMOTE,R13,stays,USB-Ethernet adapters and Wi-Fi devices are **not supported**: they cannot deliver the timing EtherCAT requi
openplc-editor/communication/ethercat/slave-channel-mappings.md,3,140,Device,D-REMOTE,R13,stays,ck a slave in the project tree. It is the most-used part of the Slave Device Editor and the place where each PDO entry described by the slave's ES
openplc-editor/communication/ethercat/slave-channel-mappings.md,5,195,device,D-REMOTE,R13,stays,"ESI. You do not pick them by hand. The editor lists every channel the device declares, ready to be referenced from your Ladder, ST, or FBD code."
openplc-editor/communication/ethercat/slave-channel-mappings.md,15,91,device,D-REMOTE,R13,stays,already in use by another slave on the same bus or by another remote device in the project.
openplc-editor/communication/ethercat/slave-channel-mappings.md,33,47,device,D-EDITORNODE,R17,stays,"The numbers in parentheses always reflect the device's totals, not the filtered view."
openplc-editor/communication/ethercat/slave-channel-mappings.md,79,13,device,D-EDITORNODE,R17,stays,Generic I/O devices that follow the **CANopen DS401** profile (most digital and analog I
openplc-editor/communication/ethercat/slave-channel-mappings.md,81,15,device,D-EDITORNODE,R17,stays,"For non-DS401 devices (servo drives, custom OEM modules), the channels still appear in the"
openplc-editor/communication/ethercat/slave-channel-mappings.md,81,200,device,D-EDITORNODE,R17,stays,t the names you see in the **#** column may not match anything in the device's manual. Use Device Info and the manufacturer's documentation to ide
openplc-editor/communication/ethercat/slave-channel-mappings.md,81,221,Device,D-EDITORNODE,R17,stays,n the **#** column may not match anything in the device's manual. Use Device Info and the manufacturer's documentation to identify which channel d
openplc-editor/communication/ethercat/slave-configuration.md,3,57,Device,D-REMOTE,R13,stays,The **Configuration** tab is the third tab in the Slave Device Editor. It is the largest configuration surface for an EtherCAT slave
openplc-editor/communication/ethercat/slave-configuration.md,5,224,device,D-REMOTE,R13,stays,"d values. You only need to come here when the defaults do not fit the device. Typically motion drives that need distributed clocks, or slaves that"
openplc-editor/communication/ethercat/slave-configuration.md,60,53,device,D-EDITORNODE,R17,stays,The defaults are generous and work for most catalog devices. When to extend them:
openplc-editor/communication/ethercat/slave-info.md,1,3,Device,D-EDITORNODE,R17,stays,# Device Info
openplc-editor/communication/ethercat/slave-info.md,3,7,Device,D-REMOTE,R13,stays,The **Device Info** tab is the second tab in the Slave Device Editor. It is a read
openplc-editor/communication/ethercat/slave-info.md,3,56,Device,D-REMOTE,R13,stays,The **Device Info** tab is the second tab in the Slave Device Editor. It is a read-only summary of the slave's identity. There is n
openplc-editor/communication/ethercat/slave-info.md,5,135,Device,D-EDITORNODE,R17,stays,"EL1809 16Ch. Dig. Input 24V, 3ms`) followed by the four tabs. Click **Device Info**."
openplc-editor/communication/ethercat/slave-info.md,7,3,Device,D-EDITORNODE,R17,stays,"![Device Info tab for EK1814: Vendor ""Beckhoff Automation GmbH & Co. KG"", Vend"
openplc-editor/communication/ethercat/slave-info.md,14,155,device,D-EDITORNODE,R17,stays,ve reports on the wire and the value the editor uses to match scanned devices to the repository. |
openplc-editor/communication/ethercat/slave-info.md,17,84,device,D-REMOTE,R13,stays,"* | The filename of the ESI XML in the repository that describes this device, e.g. `Beckhoff EL1xxx.xml`. Reads `Not found` if the linked ESI is n"
openplc-editor/communication/ethercat/slave-info.md,19,92,device,D-REMOTE,R13,stays,| Number of input channels (TxPDO entries) the ESI describes for this device. |
openplc-editor/communication/ethercat/slave-info.md,20,94,device,D-REMOTE,R13,stays,Number of output channels (RxPDO entries) the ESI describes for this device. |
openplc-editor/communication/ethercat/slave-info.md,24,32,Device,D-EDITORNODE,R17,stays,There are two situations where Device Info matters in practice:
openplc-editor/communication/ethercat/slave-info.md,26,130,Device,D-REMOTE,R13,stays,"m a scan, the editor picks the best matching ESI from the repository. Device Info shows you which file it picked. If the **ESI File** does not loo"
openplc-editor/communication/ethercat/slave-info.md,27,162,Device,D-REMOTE,R13,stays,") on a complex slave (analog terminals, drives, multi-axis encoders), Device Info gives you a one-line summary of how many input and output channe"
openplc-editor/communication/ethercat/slave-startup-params.md,3,63,Device,D-REMOTE,R13,stays,The **Startup Parameters** tab is the fourth tab in the Slave Device Editor. It lists the **SDO** (Service Data Object) writes the master
openplc-editor/communication/ethercat/slave-startup-params.md,3,247,device,D-REMOTE,R13,stays,"tup, after Pre-Op but before Safe-Op → Op. SDO writes are how you set device parameters that need to be applied once at boot. Not on every cycle."
openplc-editor/communication/ethercat/slave-startup-params.md,14,94,device,D-LITERAL,R10,stays,"b for the EK1814 showing ""No CoE Object Dictionary available for this device."" since this terminal has no configurable parameters](images/slave-st"
openplc-editor/communication/ethercat/slave-startup-params.md,22,48,device,D-LITERAL,R10,stays,| `No CoE Object Dictionary available for this device.` | The matched ESI does not contain a CoE (CAN over EtherCAT) object
openplc-editor/communication/ethercat/slave-startup-params.md,23,45,device,D-LITERAL,R10,stays,| `CoE Object Dictionary available for this device. Auto-configure startup parameters?` with an **Auto-configure from ES
openplc-editor/communication/ethercat/slave-startup-params.md,24,49,device,D-LITERAL,R10,stays,| `No configurable SDO parameters found in this device's CoE dictionary.` | The CoE dictionary exists but contains no SDOs m
openplc-editor/communication/ethercat/troubleshooting.md,3,114,Device,D-REMOTE,R13,stays,"grouped by where you see them: in the **Bus Editor**, in the **Slave Device Editor**, in the **Repository**, and at runtime once the bus is start"
openplc-editor/communication/ethercat/troubleshooting.md,11,101,device,D-REMOTE,R13,stays,"C's EtherCAT NIC was not marked as a **Dedicated Interface** when the device was created, so the runtime cannot take exclusive raw-Ethernet access"
openplc-editor/communication/ethercat/troubleshooting.md,13,221,device,D-EDITORNODE,R17,stays,"./platform/vplcs/creating-a-vplc)** for the wizard step. Once the new device boots, the banner clears and **Scan** becomes active."
openplc-editor/communication/ethercat/troubleshooting.md,27,9,device,D-EDITORNODE,R17,stays,"### ""No devices found"" after a successful scan"
openplc-editor/communication/ethercat/troubleshooting.md,29,76,Device,D-REMOTE,R13,stays,"ptom.** The **Scan** completes (`Completed in <N>ms`) but the Scanned Devices table reads `No devices found. Click ""Scan"" to discover EtherCAT dev"
openplc-editor/communication/ethercat/troubleshooting.md,29,100,device,D-LITERAL,R10,stays,"pletes (`Completed in <N>ms`) but the Scanned Devices table reads `No devices found. Click ""Scan"" to discover EtherCAT devices on the network.`"
openplc-editor/communication/ethercat/troubleshooting.md,29,149,device,D-LITERAL,R10,stays,"ices table reads `No devices found. Click ""Scan"" to discover EtherCAT devices on the network.`"
openplc-editor/communication/ethercat/troubleshooting.md,40,14,device,D-EDITORNODE,R17,stays,"### Selected device shows ""No XML"" badge"
openplc-editor/communication/ethercat/troubleshooting.md,42,35,Device,D-EDITORNODE,R17,stays,**Symptom.** A row in the Scanned Devices table has a small `No XML` badge next to the name. If you tick it an
openplc-editor/communication/ethercat/troubleshooting.md,42,168,device,D-REMOTE,R13,stays,"ou tick it and click **Add Selected**, the **Missing ESI XML for some devices** modal appears."
